Year,Month,SpatialAverage,Date,LongTermMean,Anomaly
1998,1,0.0235012732682347,1998-01-01,0.06685943599965481,-0.04335816273142011
1998,2,0.0244032458211661,1998-02-01,0.04111942786762939,-0.01671618204646329
1998,3,0.0261665112292419,1998-03-01,0.08542453424629673,-0.05925802301705483
1998,4,0.0658268168377797,1998-04-01,0.1422425648846799,-0.0764157480469002
1998,5,0.2428769901906882,1998-05-01,0.30231477736737206,-0.059437787176683854
1998,6,0.373939463488259,1998-06-01,0.3757950601450313,-0.0018555966567722626
1998,7,0.3378055432578947,1998-07-01,0.419068945577315,-0.08126340231942031
1998,8,0.4073052480631579,1998-08-01,0.4291489087488847,-0.02184366068572685
1998,9,0.442112948902834,1998-09-01,0.4147685594206845,0.027344389482149456
1998,10,0.3335019452186235,1998-10-01,0.30664577658000014,0.026856168638623334
1998,11,0.2243744250375303,1998-11-01,0.19424206222206228,0.030132362815468022
1998,12,0.1383014129591178,1998-12-01,0.1145882207759091,0.023713192183208692
1999,1,0.0813242697626153,1999-01-01,0.06685943599965481,0.014464833762960483
1999,2,0.0887986987901579,1999-02-01,0.04111942786762939,0.047679270922528515
1999,3,0.0987035418410587,1999-03-01,0.08542453424629673,0.013279007594761971
1999,4,0.3181529169040485,1999-04-01,0.1422425648846799,0.1759103520193686
1999,5,0.3876449370546558,1999-05-01,0.30231477736737206,0.08533015968728375
1999,6,0.3592935181668016,1999-06-01,0.3757950601450313,-0.016501541978229672
1999,7,0.4257300560392713,1999-07-01,0.419068945577315,0.006661110461956277
1999,8,0.3848779549582996,1999-08-01,0.4291489087488847,-0.044270953790585155
1999,9,0.3540068541319838,1999-09-01,0.4147685594206845,-0.06076170528870073
1999,10,0.3925517897558704,1999-10-01,0.30664577658000014,0.08590601317587027
1999,11,0.2408975207866397,1999-11-01,0.19424206222206228,0.04665545856457742
1999,12,0.1509244115946923,1999-12-01,0.1145882207759091,0.0363361908187832
2000,1,0.0492010543509135,2000-01-01,0.06685943599965481,-0.01765838164874131
2000,2,0.0737253095792996,2000-02-01,0.04111942786762939,0.032605881711670205
2000,3,0.1100060060263319,2000-03-01,0.08542453424629673,0.02458147178003517
2000,4,0.2332919182214575,2000-04-01,0.1422425648846799,0.0910493533367776
2000,5,0.3418314985546559,2000-05-01,0.30231477736737206,0.03951672118728383
2000,6,0.4475419186639676,2000-06-01,0.3757950601450313,0.07174685851893631
2000,7,0.3882448256109312,2000-07-01,0.419068945577315,-0.03082411996638379
2000,8,0.4546804564639675,2000-08-01,0.4291489087488847,0.02553154771508276
2000,9,0.3570098263437247,2000-09-01,0.4147685594206845,-0.057758733076959834
2000,10,0.3437943407817813,2000-10-01,0.30664577658000014,0.03714856420178114
2000,11,0.2133804510290184,2000-11-01,0.19424206222206228,0.01913838880695612
2000,12,0.1137098237076697,2000-12-01,0.1145882207759091,-0.0008783970682394032
2001,1,0.0860496252254607,2001-01-01,0.06685943599965481,0.019190189225805884
2001,2,0.0296655928721348,2001-02-01,0.04111942786762939,-0.011453834995494593
2001,3,0.224588653405668,2001-03-01,0.08542453424629673,0.13916411915937127
2001,4,0.1224791637226234,2001-04-01,0.1422425648846799,-0.019763401162056507
2001,5,0.3748650803700405,2001-05-01,0.30231477736737206,0.07255030300266846
2001,6,0.4157244744234817,2001-06-01,0.3757950601450313,0.039929414278450426
2001,7,0.3422921078259109,2001-07-01,0.419068945577315,-0.07677683775140409
2001,8,0.4884134659222672,2001-08-01,0.4291489087488847,0.05926455717338247
2001,9,0.3478810077898785,2001-09-01,0.4147685594206845,-0.06688755163080601
2001,10,0.3780513784708502,2001-10-01,0.30664577658000014,0.07140560189085005
2001,11,0.1358310188311336,2001-11-01,0.19424206222206228,-0.058411043390928674
2001,12,0.0782287093040075,2001-12-01,0.1145882207759091,-0.03635951147190161
2002,1,0.0243136008258282,2002-01-01,0.06685943599965481,-0.04254583517382661
2002,2,0.0219814485976402,2002-02-01,0.04111942786762939,-0.019137979269989194
2002,3,0.0539549598241319,2002-03-01,0.08542453424629673,-0.03146957442216483
2002,4,0.119336998569008,2002-04-01,0.1422425648846799,-0.022905566315671907
2002,5,0.345204034117004,2002-05-01,0.30231477736737206,0.042889256749631954
2002,6,0.3558386817805667,2002-06-01,0.3757950601450313,-0.019956378364464566
2002,7,0.3352151465417003,2002-07-01,0.419068945577315,-0.08385379903561468
2002,8,0.489435114311336,2002-08-01,0.4291489087488847,0.06028620556245129
2002,9,0.4230440469538461,2002-09-01,0.4147685594206845,0.008275487533161596
2002,10,0.2194280243793522,2002-10-01,0.30664577658000014,-0.08721775220064795
2002,11,0.2523370282287773,2002-11-01,0.19424206222206228,0.058094966006715015
2002,12,0.1464881723275044,2002-12-01,0.1145882207759091,0.03189995155159531
2003,1,0.0367637344997318,2003-01-01,0.06685943599965481,-0.030095701499923015
2003,2,0.0405658160296376,2003-02-01,0.04111942786762939,-0.0005536118379917895
2003,3,0.1221699455099184,2003-03-01,0.08542453424629673,0.03674541126362167
2003,4,0.0881657335570445,2003-04-01,0.1422425648846799,-0.0540768313276354
2003,5,0.2960970765036437,2003-05-01,0.30231477736737206,-0.006217700863728359
2003,6,0.3213002653890688,2003-06-01,0.3757950601450313,-0.05449479475596247
2003,7,0.429644939674089,2003-07-01,0.419068945577315,0.01057599409677401
2003,8,0.4191622962951417,2003-08-01,0.4291489087488847,-0.009986612453743049
2003,9,0.430451781259919,2003-09-01,0.4147685594206845,0.015683221839234485
2003,10,0.3578440857611336,2003-10-01,0.30664577658000014,0.05119830918113344
